Component,Dominant_topic_cluster(s),Perc_contribution,Topic_keywords
namqp-3,object-based / message-based,0.9999707341194153,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
namqp-4,object-based,0.9998077154159546,object-type-value-attribute-key-stream-context-code-element-clazz
namqp-5,message-based / object-based,0.8367199450731277,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
namqp-6,message-based / event-based,0.9998862743377686,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
ngMUD-1,message-based,0.9445936679840088,message-list-write-value-connection-factory-field-result-local-request
ngMUD-2,object-based / event-based,0.7877945601940155,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
ngMUD-3,object-based,0.9995648860931396,object-type-value-attribute-key-stream-context-code-element-clazz
ngMUD-4,event-based,0.998890221118927,event-action-listener-list-component-object-text-item-change-color
observer-1,message-based,0.8581138849258423,message-list-write-value-connection-factory-field-result-local-request
observer-2,object-based / message-based,0.8248396217823029,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
ogc-1,object-based / event-based,0.9999867677688599,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
ogc-2,object-based,0.9999852180480957,object-type-value-attribute-key-stream-context-code-element-clazz
ogc-3,object-based / message-based,0.9448656737804413,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
ogc-4,object-based,0.9999086260795593,object-type-value-attribute-key-stream-context-code-element-clazz
ogc-5,object-based,0.9998359084129333,object-type-value-attribute-key-stream-context-code-element-clazz
ogc-6,message-based / event-based,0.8950902372598648,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
ogc-7,message-based,0.999354898929596,message-list-write-value-connection-factory-field-result-local-request
openamq-jms-1,message-based / event-based,0.8522456586360931,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
openamq-jms-2,message-based,0.9999625086784363,message-list-write-value-connection-factory-field-result-local-request
openamq-jms-3,message-based,0.8378710150718689,message-list-write-value-connection-factory-field-result-local-request
openaustraliasearchdroid-1,event-based,0.9999095797538757,event-action-listener-list-component-object-text-item-change-color
openaustraliasearchdroid-2,event-based / object-based,0.9999361336231232,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
openaustraliasearchdroid-3,object-based / event-based,0.9999105632305145,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
openaustraliasearchdroid-4,event-based / object-based,0.9999089539051056,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
openshapa-plugin-dev-guide-1,event-based,0.847541332244873,event-action-listener-list-component-object-text-item-change-color
opensourcedebugging-1,event-based,0.8049371242523193,event-action-listener-list-component-object-text-item-change-color
opensourcedebugging-2,event-based / message-based,0.9998936653137207,message-list-write-value-connection-factory-field-result-local-request-message-list-write-value-connection-factory-field-result-local-request
opensourcedebuggingjava-1,object-based / event-based,0.9985750615596771,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
org.eclipselabs.p2.rcpupdate-1,event-based / object-based,0.99985671043396,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
org.eclipselabs.p2.rcpupdate-2,object-based / event-based,0.9998551309108734,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
org.eclipselabs.p2.rcpupdate-3,event-based,0.9993108510971069,event-action-listener-list-component-object-text-item-change-color
packetspy-1,message-based,0.8449739813804626,message-list-write-value-connection-factory-field-result-local-request
packetspy-2,object-based,0.9987506866455078,object-type-value-attribute-key-stream-context-code-element-clazz
packetspy-3,message-based / event-based,0.9997277855873108,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
packetspy-4,message-based,0.764569878578186,message-list-write-value-connection-factory-field-result-local-request
paraDemo-1,object-based,0.999992847442627,object-type-value-attribute-key-stream-context-code-element-clazz
paraDemo-2,object-based / message-based,0.9294853210449219,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
paraDemo-3,object-based,0.9999816417694092,object-type-value-attribute-key-stream-context-code-element-clazz
paraDemo-4,object-based / event-based,0.9999460577964783,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
paraDemo-5,object-based / event-based,0.9996263086795807,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
parallelpaint-server-1,object-based / event-based,0.9999739229679108,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
parallelpaint-server-2,message-based,0.9999073147773743,message-list-write-value-connection-factory-field-result-local-request
patched-xfire-1,message-based / object-based,0.9999968111515045,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
patched-xfire-10,message-based,0.9998539090156555,message-list-write-value-connection-factory-field-result-local-request
patched-xfire-11,message-based,0.9056288003921509,message-list-write-value-connection-factory-field-result-local-request
patched-xfire-12,object-based,0.9999064803123474,object-type-value-attribute-key-stream-context-code-element-clazz
patched-xfire-13,object-based,0.9998214244842529,object-type-value-attribute-key-stream-context-code-element-clazz
patched-xfire-14,object-based,0.7641564011573792,object-type-value-attribute-key-stream-context-code-element-clazz
patched-xfire-15,object-based,0.9998331069946289,object-type-value-attribute-key-stream-context-code-element-clazz
patched-xfire-16,message-based,0.9991294145584106,message-list-write-value-connection-factory-field-result-local-request
patched-xfire-17,object-based / message-based,0.9999428987503052,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
patched-xfire-18,event-based / message-based,0.9998305439949036,message-list-write-value-connection-factory-field-result-local-request-message-list-write-value-connection-factory-field-result-local-request
patched-xfire-19,object-based / message-based,0.999957263469696,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
patched-xfire-2,message-based,0.8967128992080688,message-list-write-value-connection-factory-field-result-local-request
patched-xfire-20,object-based / message-based,0.9996431767940521,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
patched-xfire-21,object-based,0.9998113512992859,object-type-value-attribute-key-stream-context-code-element-clazz
patched-xfire-22,object-based,0.9988906383514404,object-type-value-attribute-key-stream-context-code-element-clazz
patched-xfire-23,object-based,0.9995835423469543,object-type-value-attribute-key-stream-context-code-element-clazz
patched-xfire-24,object-based / message-based,0.9998945891857147,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
patched-xfire-25,object-based,0.9993297457695007,object-type-value-attribute-key-stream-context-code-element-clazz
patched-xfire-26,message-based,0.9960210919380188,message-list-write-value-connection-factory-field-result-local-request
patched-xfire-27,message-based,0.9975077509880066,message-list-write-value-connection-factory-field-result-local-request
patched-xfire-3,object-based / message-based,0.9999862015247345,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
patched-xfire-4,message-based / object-based,0.9999915361404419,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
patched-xfire-5,message-based,0.9346917271614075,message-list-write-value-connection-factory-field-result-local-request
patched-xfire-6,message-based / object-based,0.9999733567237854,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
patched-xfire-7,object-based / message-based,0.9999518394470215,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
patched-xfire-8,object-based,0.9116987586021423,object-type-value-attribute-key-stream-context-code-element-clazz
patched-xfire-9,object-based / message-based,0.9999702870845795,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
pctDroidApp-1,object-based / message-based,0.999817430973053,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
pctDroidApp-2,event-based,0.9986547231674194,event-action-listener-list-component-object-text-item-change-color
play-user-sample-1,event-based / message-based,0.9994449615478516,message-list-write-value-connection-factory-field-result-local-request-message-list-write-value-connection-factory-field-result-local-request
plexus-component-factories-1,object-based / event-based,0.999920517206192,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
plexus-component-factories-2,event-based,0.9960170984268188,event-action-listener-list-component-object-text-item-change-color
plexus-component-factories-3,object-based / event-based,0.999868243932724,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
pocker-e-sueca-1,object-based,0.9999433159828186,object-type-value-attribute-key-stream-context-code-element-clazz
pocker-e-sueca-2,object-based,0.87850022315979,object-type-value-attribute-key-stream-context-code-element-clazz
pocker-e-sueca-3,object-based,0.999926745891571,object-type-value-attribute-key-stream-context-code-element-clazz
pocker-e-sueca-4,object-based,0.9998928904533386,object-type-value-attribute-key-stream-context-code-element-clazz
pocker-e-sueca-5,object-based,0.9998176097869873,object-type-value-attribute-key-stream-context-code-element-clazz
pocker-e-sueca-6,event-based / object-based,0.999582052230835,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
post-to-friendfeed-1,object-based / event-based,0.8607929050922394,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
post-to-friendfeed-2,object-based,0.9217215776443481,object-type-value-attribute-key-stream-context-code-element-clazz
ptc-1,event-based,0.9998481273651123,event-action-listener-list-component-object-text-item-change-color
pushr-for-android-1,message-based / object-based,0.9122539758682251,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
pushr-for-android-2,object-based / message-based,0.9997827410697937,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
pushr-for-android-3,object-based / event-based,0.9998356997966766,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
pushr-for-android-4,event-based / message-based,0.8839423358440399,message-list-write-value-connection-factory-field-result-local-request-message-list-write-value-connection-factory-field-result-local-request
pushr-for-android-5,object-based,0.9983294010162354,object-type-value-attribute-key-stream-context-code-element-clazz
rcputils-1,event-based / object-based,0.9786199033260345,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
rcputils-2,object-based / event-based,0.9999563097953796,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
rcputils-3,event-based,0.8676384091377258,event-action-listener-list-component-object-text-item-change-color
rcputils-4,object-based,0.9998198747634888,object-type-value-attribute-key-stream-context-code-element-clazz
rcputils-5,event-based,0.9998129606246948,event-action-listener-list-component-object-text-item-change-color
rcputils-6,event-based,0.9966825246810913,event-action-listener-list-component-object-text-item-change-color
rcputils-7,object-based,0.9988255500793457,object-type-value-attribute-key-stream-context-code-element-clazz
rcputils-8,event-based / object-based,0.9997060894966125,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
rdf-order-1,object-based / message-based,0.9998887181282043,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
redmineissuedumptool-1,message-based,0.8501884341239929,message-list-write-value-connection-factory-field-result-local-request
rest-demo-1,message-based,0.8671321868896484,message-list-write-value-connection-factory-field-result-local-request
rest-demo-2,message-based,0.9985743165016174,message-list-write-value-connection-factory-field-result-local-request
restunit-1,message-based,0.9859005212783813,message-list-write-value-connection-factory-field-result-local-request
restunit-2,message-based,0.999941885471344,message-list-write-value-connection-factory-field-result-local-request
restunit-3,message-based / object-based,0.9999479055404663,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
satellite-1,message-based,0.999629557132721,message-list-write-value-connection-factory-field-result-local-request
satellite-2,message-based / event-based,0.9996771514415741,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
scorm2fedora-1,event-based / object-based,0.9999191164970398,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
scorm2fedora-2,event-based,0.9993301033973694,event-action-listener-list-component-object-text-item-change-color
shmrj-1,object-based,0.9998888373374939,object-type-value-attribute-key-stream-context-code-element-clazz
shore-1,object-based / message-based,0.9999897181987762,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
shore-2,message-based / event-based,0.999944657087326,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
shore-3,object-based,0.999642014503479,object-type-value-attribute-key-stream-context-code-element-clazz
shore-4,message-based,0.99951171875,message-list-write-value-connection-factory-field-result-local-request
shorterPacketTester-1,message-based / object-based,0.9999339878559113,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
skoly-1,event-based / message-based,0.9999799132347107,message-list-write-value-connection-factory-field-result-local-request-message-list-write-value-connection-factory-field-result-local-request
skoly-10,message-based,0.9981860518455505,message-list-write-value-connection-factory-field-result-local-request
skoly-11,event-based,0.9028245806694031,event-action-listener-list-component-object-text-item-change-color
skoly-12,event-based,0.9026329517364502,event-action-listener-list-component-object-text-item-change-color
skoly-13,object-based / message-based,0.9997823238372803,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
skoly-2,message-based,0.9999571442604065,message-list-write-value-connection-factory-field-result-local-request
skoly-3,event-based,0.8721874356269836,event-action-listener-list-component-object-text-item-change-color
skoly-4,message-based,0.9343303442001343,message-list-write-value-connection-factory-field-result-local-request
skoly-5,event-based,0.9026976823806763,event-action-listener-list-component-object-text-item-change-color
skoly-6,event-based,0.8532088994979858,event-action-listener-list-component-object-text-item-change-color
skoly-7,event-based,0.9995642900466919,event-action-listener-list-component-object-text-item-change-color
skoly-8,event-based,0.8763530254364014,event-action-listener-list-component-object-text-item-change-color
skoly-9,message-based / event-based,0.9992871284484863,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
spring-hibernate-startup-1,message-based,0.9514287710189819,message-list-write-value-connection-factory-field-result-local-request
spring-hibernate-startup-2,message-based,0.7729385495185852,message-list-write-value-connection-factory-field-result-local-request
statusbarCompass-1,object-based / event-based,0.9999185800552368,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
studium_info-1,event-based,0.9999412894248962,event-action-listener-list-component-object-text-item-change-color
studium_info-2,object-based,0.9998228549957275,object-type-value-attribute-key-stream-context-code-element-clazz
studium_info-3,object-based,0.8186118006706238,object-type-value-attribute-key-stream-context-code-element-clazz
studium_info-4,object-based,0.9987456202507019,object-type-value-attribute-key-stream-context-code-element-clazz
studium_info-5,message-based,0.9547008275985718,message-list-write-value-connection-factory-field-result-local-request
studium_info-6,object-based,0.9980043768882751,object-type-value-attribute-key-stream-context-code-element-clazz
studium_info-7,event-based,0.9901450276374817,event-action-listener-list-component-object-text-item-change-color
studium_info-8,event-based,0.9901432991027832,event-action-listener-list-component-object-text-item-change-color
sudo-ku-1,event-based,0.7757907509803772,event-action-listener-list-component-object-text-item-change-color
sudo-ku-2,event-based / message-based,0.9995636641979218,message-list-write-value-connection-factory-field-result-local-request-message-list-write-value-connection-factory-field-result-local-request
sudo-ku-3,event-based,0.9989489316940308,event-action-listener-list-component-object-text-item-change-color
swinkar-1,event-based,0.980772852897644,event-action-listener-list-component-object-text-item-change-color
swinkar-2,event-based,0.9998331069946289,event-action-listener-list-component-object-text-item-change-color
swtbot-original-1,event-based,0.9999986886978149,event-action-listener-list-component-object-text-item-change-color
swtbot-original-10,event-based,0.9106015563011169,event-action-listener-list-component-object-text-item-change-color
swtbot-original-11,event-based,0.9999296069145203,event-action-listener-list-component-object-text-item-change-color
swtbot-original-12,object-based / event-based,0.9998587071895599,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
swtbot-original-13,object-based,0.9994102120399475,object-type-value-attribute-key-stream-context-code-element-clazz
swtbot-original-14,event-based,0.9998639225959778,event-action-listener-list-component-object-text-item-change-color
swtbot-original-15,event-based / object-based,0.9999366402626038,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
swtbot-original-16,event-based,0.9997673630714417,event-action-listener-list-component-object-text-item-change-color
swtbot-original-17,event-based,0.99991375207901,event-action-listener-list-component-object-text-item-change-color
swtbot-original-18,event-based / object-based,0.9998149275779724,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
swtbot-original-19,object-based / event-based,0.999791830778122,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
swtbot-original-2,event-based,0.9999885559082031,event-action-listener-list-component-object-text-item-change-color
swtbot-original-20,message-based / object-based,0.99992635846138,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
swtbot-original-21,message-based / object-based,0.9999264180660248,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
swtbot-original-22,event-based,0.9998164772987366,event-action-listener-list-component-object-text-item-change-color
swtbot-original-23,object-based / message-based,0.999777764081955,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
swtbot-original-24,event-based,0.9992599487304688,event-action-listener-list-component-object-text-item-change-color
swtbot-original-25,object-based / message-based,0.9988496005535126,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
swtbot-original-26,event-based / object-based,0.999756246805191,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
swtbot-original-3,event-based,0.9999952912330627,event-action-listener-list-component-object-text-item-change-color
swtbot-original-4,event-based,0.9999862313270569,event-action-listener-list-component-object-text-item-change-color
swtbot-original-5,event-based,0.9999841451644897,event-action-listener-list-component-object-text-item-change-color
swtbot-original-6,object-based,0.7966368198394775,object-type-value-attribute-key-stream-context-code-element-clazz
swtbot-original-7,event-based,0.9998809099197388,event-action-listener-list-component-object-text-item-change-color
swtbot-original-8,object-based / event-based,0.9999427795410156,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
swtbot-original-9,event-based,0.9999610185623169,event-action-listener-list-component-object-text-item-change-color
swtxml-1,object-based,0.9999629259109497,object-type-value-attribute-key-stream-context-code-element-clazz
swtxml-10,event-based,0.999767541885376,event-action-listener-list-component-object-text-item-change-color
swtxml-11,object-based,0.9996545314788818,object-type-value-attribute-key-stream-context-code-element-clazz
swtxml-12,object-based,0.9993104934692383,object-type-value-attribute-key-stream-context-code-element-clazz
swtxml-13,object-based / message-based,0.9985483884811401,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
swtxml-14,object-based,0.9994438290596008,object-type-value-attribute-key-stream-context-code-element-clazz
swtxml-15,event-based / object-based,0.9998246729373932,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
swtxml-16,event-based,0.9999144673347473,event-action-listener-list-component-object-text-item-change-color
swtxml-17,event-based,0.7592240571975708,event-action-listener-list-component-object-text-item-change-color
swtxml-18,object-based,0.9992599487304688,object-type-value-attribute-key-stream-context-code-element-clazz
swtxml-19,event-based,0.9997057914733887,event-action-listener-list-component-object-text-item-change-color
swtxml-2,object-based,0.7518919706344604,object-type-value-attribute-key-stream-context-code-element-clazz
swtxml-20,event-based / object-based,0.9990926086902618,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
swtxml-3,object-based / event-based,0.9089204519987106,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
swtxml-4,message-based / object-based,0.9999722242355347,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
swtxml-5,object-based / message-based,0.9385904371738434,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
swtxml-6,object-based / event-based,0.9998876750469208,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
swtxml-7,event-based,0.8596408367156982,event-action-listener-list-component-object-text-item-change-color
swtxml-8,object-based / event-based,0.9999493956565857,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
swtxml-9,event-based / object-based,0.8366516828536987,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
textproto-1,event-based,0.9983369708061218,event-action-listener-list-component-object-text-item-change-color
thrudb-java-1,message-based,0.9999963045120239,message-list-write-value-connection-factory-field-result-local-request
thrudb-java-2,message-based,0.9999926686286926,message-list-write-value-connection-factory-field-result-local-request
thrudb-java-3,message-based / object-based,0.9999714493751526,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
thrudb-java-4,message-based,0.9998000860214233,message-list-write-value-connection-factory-field-result-local-request
thunk-1,message-based,0.9997217655181885,message-list-write-value-connection-factory-field-result-local-request
thunk-2,message-based,0.9986669421195984,message-list-write-value-connection-factory-field-result-local-request
thunk-3,message-based,0.9983341097831726,message-list-write-value-connection-factory-field-result-local-request
thunk-4,message-based,0.9984614849090576,message-list-write-value-connection-factory-field-result-local-request
thunk-5,message-based,0.9981825351715088,message-list-write-value-connection-factory-field-result-local-request
thunk-6,message-based,0.9980036616325378,message-list-write-value-connection-factory-field-result-local-request
thunk-7,message-based / object-based,0.9975109100341797,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
tohu-generator-1,message-based,0.858473002910614,message-list-write-value-connection-factory-field-result-local-request
translator-1,event-based,0.99904865026474,event-action-listener-list-component-object-text-item-change-color
translator-2,event-based,0.99904865026474,event-action-listener-list-component-object-text-item-change-color
twiterra-1,event-based,0.9876135587692261,event-action-listener-list-component-object-text-item-change-color
twiterra-2,message-based,0.9689054489135742,message-list-write-value-connection-factory-field-result-local-request
twiterra-3,event-based,0.9870050549507141,event-action-listener-list-component-object-text-item-change-color
twiterra-4,event-based,0.9998992681503296,event-action-listener-list-component-object-text-item-change-color
valipse-1,message-based / object-based,0.8875152468681335,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
valipse-2,object-based / event-based,0.7747102677822113,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
valipse-3,event-based,0.8822484016418457,event-action-listener-list-component-object-text-item-change-color
vldocking-1,event-based,0.9999976754188538,event-action-listener-list-component-object-text-item-change-color
vldocking-2,event-based,0.9999856948852539,event-action-listener-list-component-object-text-item-change-color
vldocking-3,event-based,0.9997259378433228,event-action-listener-list-component-object-text-item-change-color
voldemort-sets-1,object-based,0.9997979998588562,object-type-value-attribute-key-stream-context-code-element-clazz
voldemort-sets-10,object-based,0.9034598469734192,object-type-value-attribute-key-stream-context-code-element-clazz
voldemort-sets-2,object-based,0.9998095631599426,object-type-value-attribute-key-stream-context-code-element-clazz
voldemort-sets-3,object-based,0.9998095631599426,object-type-value-attribute-key-stream-context-code-element-clazz
voldemort-sets-4,object-based,0.9997826218605042,object-type-value-attribute-key-stream-context-code-element-clazz
voldemort-sets-5,object-based,0.9997872710227966,object-type-value-attribute-key-stream-context-code-element-clazz
voldemort-sets-6,object-based,0.9997872710227966,object-type-value-attribute-key-stream-context-code-element-clazz
voldemort-sets-7,object-based / message-based,0.8629532754421234,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
voldemort-sets-8,object-based / message-based,0.9997617304325104,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
voldemort-sets-9,message-based / object-based,0.9997057318687439,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
wagon-jetty-1,message-based / event-based,0.9203596413135529,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
wagon-jetty-2,message-based / event-based,0.856306791305542,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
wagon-jetty-3,message-based / object-based,0.9997727870941162,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
wagon-jetty-4,message-based / event-based,0.9999449849128723,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
website-legacy-1,,,
xmlson-1,object-based,0.9999406933784485,object-type-value-attribute-key-stream-context-code-element-clazz
xmlson-2,object-based,0.9999436736106873,object-type-value-attribute-key-stream-context-code-element-clazz
xmlson-3,object-based,0.9992313385009766,object-type-value-attribute-key-stream-context-code-element-clazz
xmlson-4,object-based,0.9993108510971069,object-type-value-attribute-key-stream-context-code-element-clazz
xmlson-5,object-based,0.998999834060669,object-type-value-attribute-key-stream-context-code-element-clazz
xmlson-6,object-based,0.9988213181495667,object-type-value-attribute-key-stream-context-code-element-clazz
ymail-javamail-1,object-based,0.999976634979248,object-type-value-attribute-key-stream-context-code-element-clazz
ymail-javamail-2,message-based / object-based,0.9999669194221497,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
ymail-javamail-3,object-based,0.9538504481315613,object-type-value-attribute-key-stream-context-code-element-clazz
ymail-javamail-4,message-based / event-based,0.9999324083328247,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
ymail-javamail-5,object-based,0.9993755221366882,object-type-value-attribute-key-stream-context-code-element-clazz
ymail-javamail-6,object-based / message-based,0.9994739294052124,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
